ID,item_cnt_month
431,0.6204269
432,0.047813833
433,0.13653746
434,0.08453861
435,1.0021615
436,0.053098887
437,0.76253295
438,0.35895157
439,0.39785016
440,0.1614652
441,0.2297743
442,0.5190729
443,0.17020014
444,0.33999342
445,0.69593894
446,0.32177287
447,0.24928847
448,0.27068537
449,0.45817438
450,0.22357345
451,0.2557975
452,0.26336366
453,0.19340378
454,0.4389372
455,0.17550427
456,0.47000074
457,0.023245871
458,1.0264642
459,0.911263
460,19.356852
461,0.74629205
462,0.37931347
463,0.26215857
464,0.6652379
465,0.54930687
466,0.23340732
467,0.43993956
468,0.25565368
469,0.21564695
470,0.31122962
471,0.22099239
472,0.06532517
473,0.033552885
474,0.6715498
475,0.94278055
476,0.038880825
477,0.10493186
478,-0.025434673
479,0.25424725
480,0.15192202
481,0.15192202
482,0.13766244
483,0.22306558
484,0.6964609
485,0.4958155
486,0.61736184
487,0.3197832
488,0.20680657
489,2.426652
490,0.30266887
491,0.15192202
492,0.69619083
493,0.062018216
494,0.24396122
495,0.060855
496,0.1383549
497,5.36213
498,4.8185477
499,0.6958749
500,5.1911387
501,0.40955916
502,0.46421057
503,0.07316455
504,1.041858
505,1.0021659
506,1.4408933
507,0.108615965
508,0.51682305
509,0.26947585
510,0.20089492
511,0.12144023
512,0.14492401
513,0.2542349
514,0.08096737
515,5.36213
516,0.1573622
517,0.4719899
518,0.7974204
519,0.5993151
520,0.592164
521,0.34869927
522,1.0285462
523,0.9397892
524,0.1648081
525,0.9725666
526,0.18019786
527,0.15308848
528,0.013781041
529,0.048120856
530,1.1760219
531,0.4356193
532,0.11493382
533,0.09469053
534,0.033141732
535,0.058086008
536,4.668934
537,0.09264487
538,0.16497722
539,0.1945349
540,0.8500798
541,4.584668
542,0.11909506
543,0.16355428
544,0.107880324
545,0.055683672
546,0.18477762
547,0.13452545
548,0.16157931
549,0.08376405
550,0.17668346
551,0.46381298
552,0.6864611
553,0.17909253
554,0.029865086
555,0.28274596
556,0.15859926
557,0.29537913
558,0.021166325
559,0.30724126
560,0.12167069
561,1.0725267
562,0.14042017
563,0.058187217
564,0.005230099
565,0.10112819
566,0.14361435
567,0.10752526
568,0.30604988
569,0.16349053
570,0.42281657
571,0.4359604
572,1.2690463
573,0.18903673
574,0.011010379
575,0.1867356
576,0.34660107
577,0.2542349
578,4.6881523
579,0.24228844
580,0.0024997294
581,0.0041692853
582,-0.007758796
583,0.0024997294
584,0.615938
585,0.18654028
586,0.07223219
587,1.6293582
588,4.4213305
589,0.92509717
590,1.999231
591,0.97005737
592,3.050209
593,0.06723863
594,0.1538693
595,0.2949436
596,0.13474646
597,0.034353435
598,0.058428735
599,0.08060005
600,0.15080932
601,0.3018285
602,0.020202488
603,0.02682349
604,0.1092014
605,0.054843247
606,0.14517549
607,0.35939404
608,0.058437526
609,0.37516332
610,0.37652063
611,0.9329981
612,0.17748347
613,0.17748347
614,0.0011847019
615,1.0428721
616,1.661699
617,0.48865524
618,0.4301854
619,0.08655596
620,0.2902488
621,5.1911387
622,2.3371031
623,0.5984188
624,0.7647842
625,0.3278916
626,0.3214169
627,0.20175353
628,0.12394875
629,0.21857592
630,0.10719365
631,-0.003938198
632,0.2658332
633,0.18243831
634,0.8002746
635,0.23639032
636,0.32279795
637,0.16577041
638,0.16767204
639,0.12394881
640,0.5199336
641,0.9464673
642,0.27140638
643,0.07572666
644,0.07005364
645,0.25485295
646,0.57748914
647,0.08763197
648,0.046444297
649,0.30896914
650,0.22831926
651,0.99144727
652,0.631492
653,0.10045558
654,0.43078768
655,0.28949356
656,0.9210755
657,0.0540545
658,0.018227577
659,0.13373163
660,0.44781783
661,0.2289055
662,-0.0059918165
663,0.99605095
664,0.0812895
665,0.49396446
666,0.09037182
667,0.29600996
668,0.99167776
669,0.54064566
670,0.03605908
671,0.12148839
672,0.078359455
673,0.572714
674,0.07431248
675,0.39171368
676,0.64973336
677,0.5274448
678,0.43030047
679,0.2781266
680,0.27743703
681,0.081875026
682,0.1300664
683,0.18942237
684,0.99167776
685,0.90126175
686,0.62885493
687,1.1254349
688,0.19996482
689,0.10413498
690,0.051706046
691,0.14705658
692,0.15640253
693,0.14226362
694,0.10238537
695,0.63855565
696,0.13703406
697,0.0807845
698,0.21523145
699,0.5562636
700,2.1088805
701,0.13703406
702,1.5288442
703,1.2975589
704,0.03916341
705,0.24879596
706,0.0751746
707,0.09301466
708,0.24328947
709,2.3561296
710,0.5047163
711,0.3805854
712,0.08421281
713,0.61479914
714,0.22555551
715,0.11039919
716,0.3601812
717,0.14594847
718,-0.004733503
719,0.36990455
720,0.10994962
721,0.4044534
722,0.3696429
723,1.6747502
724,0.062251836
725,0.3590168
726,0.8761891
727,1.4289687
728,0.13703406
729,1.2834915
730,0.08242214
731,0.07583141
732,1.5622547
733,0.37955526
734,1.4362355
735,0.102520406
736,0.48968127
737,0.33375552
738,0.15720725
739,0.17039707
740,0.1350914
741,0.11494246
742,0.1307244
743,0.9138946
744,0.6688801
745,0.5970841
746,0.5373774
747,0.5830494
748,0.7062201
749,0.23419222
750,0.18383163
751,0.047816306
752,0.35946977
753,0.18988803
754,1.9101311
755,0.5441904
756,0.042916387
757,0.26053667
758,0.029922038
759,0.22636074
760,0.80384004
761,0.38215414
762,0.27575523
763,2.440236
764,0.19663522
765,0.29471582
766,0.13268936
767,0.6293013
768,0.730916
769,0.43418944
770,0.8953274
771,0.02537644
772,0.64453745
773,0.276445
774,0.28828362
775,0.17939562
776,0.48473838
777,0.58563185
778,0.050297797
779,0.23723471
780,0.13626492
781,1.460793
782,0.7425138
783,0.8893718
784,0.13578498
785,1.7335044
786,2.0145133
787,0.95835555
788,0.38499236
789,0.50806135
790,0.13703406
791,0.13578498
792,0.13578498
793,4.296591
794,0.13578498
795,0.47724536
796,0.795102
797,1.9556562
798,0.13578498
799,2.1497588
800,0.17852953
801,0.09161037
802,0.37534815
803,0.41744623
804,0.079269886
805,0.07215473
806,0.50476754
807,0.18312886
808,0.4293533
809,0.024538904
810,0.48370692
811,0.54876286
812,0.49452096
813,0.16661197
814,0.05521539
815,0.3084392
816,0.29974112
817,0.25960255
818,0.39628464
819,0.16984788
820,0.30673432
821,0.10010213
822,0.20746967
823,0.28574756
824,0.124741346
825,0.113193214
826,0.18413076
827,0.28442267
828,0.055371106
829,0.1747534
830,1.22421
831,0.12336388
832,0.058556378
833,0.44338092
834,0.64264834
835,0.16870934
836,0.2760625
837,0.6405211
838,0.41001466
839,0.062919855
840,0.048413396
841,0.14792544
842,0.100750804
843,0.15423355
844,0.43753558
845,0.08934572
846,0.07936987
847,0.28280443
848,0.16844869
849,0.15918288
850,0.13693395
851,0.17770022
852,0.48555854
853,0.15423355
854,0.2627808
855,0.40093738
856,0.4992847
857,0.67018735
858,0.25628355
859,0.37849963
860,0.14577436
861,0.17659384
862,0.38885373
863,0.33526313
864,0.4794293
865,0.7565106
866,0.56180125
867,0.186959
868,0.86400783
869,0.12305969
870,0.42002705
871,0.16553047
872,0.11903757
873,0.45801136
874,0.45617443
875,0.8942956
876,0.32112056
877,0.12287992
878,0.34342283
879,0.44961497
880,0.12815008
881,1.0422156
882,0.44783333
883,1.2960154
884,0.3739239
885,0.93083465
886,0.23273134
887,0.22048387
888,0.25105944
889,0.26917404
890,0.35991454
891,0.6346615
892,0.424891
893,0.11332458
894,0.2880003
895,0.10158706
896,0.20395088
897,0.14361513
898,0.25698483
899,0.36643827
900,0.060657054
901,1.9344976
902,0.101139426
903,0.373514
904,0.71445024
905,0.48817518
906,1.3196354
907,0.39663067
908,0.5485552
909,0.320927
910,0.2471458
911,0.06882742
912,0.7902058
913,0.43448
914,0.023401588
915,0.23879388
916,0.24748683
917,0.09002131
918,0.2210972
919,0.40307814
920,0.14977363
921,0.9460946
922,0.102071434
923,0.12298906
924,0.3572505
925,0.22356802
926,0.2250982
927,0.12624457
928,0.55395854
929,0.5601146
930,0.092323035
931,0.14098445
932,0.6366546
933,0.26774368
934,0.26356953
935,0.42343745
936,0.3086916
937,0.39468998
938,0.18559095
939,0.15864342
940,0.10347006
941,0.33368826
942,0.15957254
943,0.6983503
944,0.2189812
945,0.011828929
946,0.082755715
947,0.16989884
948,0.22084495
949,0.19272557
950,0.31911522
951,0.027184755
952,0.028013408
953,0.40576702
954,0.33870757
955,0.21565136
956,0.55734116
957,0.04000795
958,0.9142334
959,0.8574923
960,0.5013566
961,0.0843083
962,0.48367247
963,0.048753023
964,0.5480582
965,0.5484161
966,0.3093204
967,0.40278292
968,0.09794095
969,0.20631766
970,0.066233784
971,0.1327138
972,0.062134534
973,0.17510077
974,0.10565448
975,0.046800286
976,0.11656734
977,0.9664873
978,0.39447242
979,1.293236
980,0.31251842
981,0.25532678
982,0.7199387
983,0.013290316
984,0.023478419
985,0.59424776
986,0.4867488
987,0.37964684
988,0.13494864
989,0.15434778
990,1.2145118
991,0.5622958
992,0.13415179
993,2.2067986
994,0.51468784
995,0.29530358
996,0.0717057
997,0.5090872
998,0.1745204
999,0.09436715
1000,0.88384616
1001,0.26696658
1002,0.9426578
1003,0.19820881
1004,0.1518634
1005,0.20998585
1006,0.058117956
1007,0.05579096
1008,0.6006447
1009,0.17076886
1010,0.090752095
1011,0.26181838
1012,0.58071244
1013,1.6019005
1014,0.52743995
1015,0.46386915
1016,0.0053159893
1017,0.018609017
1018,0.06590423
1019,0.56360745
1020,0.16492096
1021,0.52872896
1022,0.0110575855
1023,0.10812101
1024,0.7107206
1025,0.058826268
1026,0.45811293
1027,0.40200087
1028,0.14761811
1029,0.12189767
1030,0.12393898
1031,0.96304595
1032,1.1284908
1033,0.18942237
1034,0.8107047
1035,0.13674238
1036,0.25275213
1037,1.2722106
1038,0.2675824
1039,0.5329345
1040,0.42318007
1041,0.2401917
1042,0.70390266
1043,0.1323255
1044,0.31208262
1045,0.091361076
1046,0.46191308
1047,0.27046016
1048,0.061044484
1049,0.47091353
1050,0.3863145
1051,0.4129911
1052,0.97306406
1053,0.33219713
1054,0.30812162
1055,0.32883793
1056,0.34044123
1057,0.54405046
1058,0.086986184
1059,1.780386
1060,0.2139192
1061,0.37955526
1062,0.02081567
1063,0.20489687
1064,0.5390854
1065,0.14340246
1066,0.2997049
1067,0.43662718
1068,0.10926795
1069,0.2739628
1070,0.19657049
1071,0.018155634
1072,0.07451859
1073,0.2561162
1074,0.20171875
1075,0.23805177
1076,0.28559247
1077,3.4869363
1078,0.6213781
1079,1.8816928
1080,0.051902205
1081,0.61560893
1082,0.042712122
1083,0.3645193
1084,0.10783669
1085,0.24564701
1086,0.058146805
1087,0.7213038
1088,0.96083355
1089,0.747447
1090,2.8748796
1091,0.8382543
1092,0.92957115
1093,0.020465463
1094,0.11577493
1095,0.09546304
1096,0.51415354
1097,0.24694887
1098,0.2968505
1099,0.48857978
1100,0.21979067
1101,0.20914549
1102,0.22801426
1103,0.59706086
1104,0.7991923
1105,0.16397405
1106,0.14763215
1107,0.4252817
1108,0.036651343
1109,0.619175
1110,0.19281507
1111,0.020909429
1112,0.5150602
1113,0.14194483
1114,0.1699704
1115,0.055470407
1116,0.107428044
1117,-0.0060169697
1118,0.10302678
1119,0.17845535
1120,0.3138096
1121,0.13241538
1122,0.2620311
1123,0.07146254
1124,0.15874851
1125,0.09608123
1126,0.2650894
1127,0.105680585
1128,0.11359885
1129,0.1169523
1130,0.09833053
1131,0.2550072
1132,0.4560392
1133,0.069717556
1134,0.10275319
1135,0.11852422
1136,0.19719258
1137,1.0515239
1138,0.45121095
1139,0.09432593
1140,0.22117788
1141,0.085603386
1142,0.79333246
1143,0.057251662
1144,0.14374137
1145,0.33727622
1146,0.16602004
1147,0.34648615
1148,0.09636682
1149,0.1939716
1150,0.08067608
1151,0.38622546
1152,-0.0011279583
1153,0.17457548
1154,0.50479424
1155,0.18677431
1156,0.16823873
1157,1.9652275
1158,2.605728
1159,0.24539399
1160,0.12124434
1161,0.29005545
1162,0.25474876
1163,0.06869024
1164,0.062778234
1165,0.37955526
1166,0.15138316
1167,0.45104432
1168,0.12614322
1169,0.28682017
1170,0.54506105
1171,0.22054416
1172,0.09072137
1173,0.05071485
1174,0.017962158
1175,0.063881606
1176,0.063881606
1177,0.04722303
1178,0.15503725
1179,0.09644097
1180,0.18910807
1181,0.29036123
1182,0.14212033
1183,0.16097143
1184,0.52784467
1185,0.12373245
1186,0.0912703
1187,0.37955526
1188,0.1031495
1189,1.4458048
1190,0.14689374
1191,-0.035333216
1192,0.3112385
1193,0.96559244
1194,1.7403322
1195,0.560032
1196,0.20181
1197,0.12315178
1198,0.106006116
1199,0.65372
1200,0.40254134
1201,0.1530366
1202,0.007697463
1203,0.31294155
1204,0.24658078
1205,1.2745881
1206,0.18324026
1207,0.15532023
1208,0.055011243
1209,0.102296025
1210,0.17323571
1211,0.106444985
1212,1.8922604
1213,1.1206902
1214,0.254659
1215,0.1158891
1216,0.26254505
1217,0.6577784
1218,0.26225242
1219,0.2104707
1220,0.073699236
1221,0.12627515
1222,0.10186729
1223,0.12399939
1224,0.17130923
1225,-0.013915777
1226,0.1174562
1227,0.13617772
1228,0.4537549
1229,0.4160785
1230,0.29309294
1231,0.46381387
1232,0.4039541
1233,0.14460787
1234,0.20129645
1235,0.39578992
1236,0.4650573
1237,0.24019524
1238,0.13617772
1239,1.460793
1240,0.14856693
1241,0.39097208
1242,0.22799128
1243,0.4561847
1244,0.14701712
1245,0.16256166
1246,1.0927649
1247,0.4678324
1248,0.14172873
1249,0.22551706
1250,0.19706196
1251,0.04148528
1252,0.02773568
1253,0.21176386
1254,0.2519432
1255,0.10159302
1256,0.47316536
1257,0.10198864
1258,0.009156376
1259,0.3201102
1260,0.3597279
1261,0.22100425
1262,0.11721036
1263,0.045815498
1264,1.1869824
1265,0.42800796
1266,0.14988127
1267,1.055623
1268,0.18346304
1269,0.21840867
1270,0.42613357
1271,0.16369718
1272,0.07145026
1273,0.24447316
1274,0.3409562
1275,0.13100749
1276,0.16241753
1277,0.3409562
1278,1.062485
1279,0.3873777
1280,0.050124764
1281,0.13045833
1282,0.20956576
1283,0.10439283
1284,0.47219747
1285,0.21172073
1286,0.061760515
1287,0.5398017
1288,0.029825896
1289,0.2182779
1290,0.118625015
1291,0.72881377
1292,0.4446216
1293,0.20129746
1294,0.7040228
1295,0.3050369
1296,0.18755913
1297,0.17903331
1298,0.82426417
1299,0.22489926
1300,0.24117807
1301,0.6401658
1302,0.28876173
1303,0.4647849
1304,0.9914103
1305,0.31596053
1306,0.089922786
1307,0.062859476
1308,0.20054358
1309,0.18928891
1310,0.047962993
1311,0.11116016
1312,0.4533888
1313,0.23700288
1314,0.35826826
1315,0.074701995
1316,0.3172307
1317,0.10646945
1318,0.6413167
1319,0.16982135
1320,0.19722098
1321,0.1200048
1322,0.39628464
1323,0.19576338
1324,0.07559809
1325,0.4126739
1326,-0.0017695427
1327,0.11700326
1328,0.22282973
1329,0.08182907
1330,0.014472634
1331,0.8075633
1332,0.106714785
1333,2.5304902
1334,0.7181755
1335,0.540143
1336,0.46640575
1337,0.2902638
1338,0.37391198
1339,0.17212492
1340,0.37168097
1341,0.37168097
1342,0.1820955
1343,0.06039396
1344,-0.024462879
1345,0.0012785494
1346,0.37168097
1347,0.13418758
1348,0.13436732
1349,0.42201436
1350,0.038795114
1351,0.084213465
1352,0.047093093
1353,0.1931251
1354,0.2472952
1355,1.2957807
1356,0.39104086
1357,0.09167126
1358,0.22974846
1359,0.45415694
1360,0.99738
1361,0.7362292
1362,0.18577376
1363,0.16847411
1364,0.32275504
1365,0.15953419
1366,0.10486171
1367,0.15574676
1368,0.23249951
1369,0.29402906
1370,0.28334084
1371,0.032776654
1372,0.08752695
1373,0.15064958
1374,0.12597117
1375,0.20912376
1376,0.30234048
1377,0.054623395
1378,0.21906912
1379,0.16561484
1380,0.22245577
1381,0.10929519
1382,0.27732003
1383,0.3877576
1384,0.20449334
1385,0.86601555
1386,0.23836607
1387,0.10514471
1388,0.16500452
1389,0.22291344
1390,0.277894
1391,0.13783363
1392,0.1502108
1393,0.050814867
1394,0.11261675
1395,0.19303831
1396,0.22294256
1397,0.31512117
1398,0.16144949
1399,0.14227918
1400,0.25417608
1401,0.3117702
1402,0.2426315
1403,0.89715934
1404,0.24387965
1405,0.05717343
1406,0.06625906
1407,-0.0067790747
1408,0.053325564
1409,0.0684942
1410,0.10623461
1411,0.108486354
1412,0.13143072
1413,0.22482038
1414,0.077803224
1415,0.019105196
1416,0.13480598
1417,0.42455214
1418,0.0710423
1419,0.19273126
1420,0.18908581
1421,0.29076684
1422,0.23630357
1423,0.15802065
1424,0.056629658
1425,0.066022724
1426,0.25965884
1427,0.20447305
1428,0.05069053
1429,0.09496647
1430,0.054776758
1431,0.1063309
1432,0.19256595
1433,0.082915336
1434,0.629069
1435,0.08224952
1436,0.049858063
1437,0.1016309
1438,0.1071547
1439,0.079058975
1440,0.1683371
1441,0.097068936
1442,0.22163078
1443,0.13309047
1444,0.13578498
1445,0.07873675
1446,0.13626492
1447,0.33115903
1448,0.19190806
1449,0.36697692
1450,0.15327418
1451,0.77949834
1452,0.31870154
1453,0.09722829
1454,0.12046465
1455,0.13897166
1456,0.076348186
1457,0.05757147
1458,0.2521986
1459,0.8721516
1460,0.15779161
1461,0.15627453
1462,0.21365523
1463,0.28794736
1464,0.1004501
1465,0.12400934
1466,0.21061978
1467,0.8091749
1468,0.30873019
1469,0.15979135
1470,0.1826663
1471,0.2773969
1472,0.20154545
1473,0.13384557
1474,0.23705584
1475,0.35974246
1476,0.14591151
1477,0.29464677
1478,0.13693267
1479,0.25562078
1480,0.18390536
1481,0.16549662
1482,0.81027734
1483,0.04978156
1484,0.024737686
1485,0.08137187
1486,0.18546742
1487,0.07244635
1488,0.07829526
1489,0.5445976
1490,0.6565255
1491,0.20349735
1492,0.24286073
1493,0.04534757
1494,0.133795
1495,0.04690647
1496,0.023413181
1497,2.5832658
1498,0.39665037
1499,0.06878668
1500,0.07606673
1501,0.001776725
1502,0.18250015
1503,0.18317875
1504,0.08371541
1505,0.099739164
1506,0.082520545
1507,0.05866456
1508,0.20168075
1509,0.28203043
1510,0.06155935
1511,0.11740306
1512,0.03774962
1513,0.072586626
1514,0.4561847
1515,0.9130249
1516,0.0710161
1517,0.09040439
1518,0.08645287
1519,0.1430032
1520,0.111408055
1521,0.46742684
1522,0.35599774
1523,0.12528819
1524,0.17842439
1525,0.25383484
1526,0.05912724
1527,0.1381965
1528,0.023130745
1529,0.18170863
1530,0.10606751
1531,0.977671
1532,0.07329795
1533,0.12929583
1534,0.13552544
1535,0.17840111
1536,0.41605273
1537,0.045579284
1538,0.28310764
1539,0.10249227
1540,0.11938259
1541,0.11938259
1542,0.19962615
1543,0.16098255
1544,0.06745577
1545,-0.00066423416
1546,3.46942
1547,0.060133815
1548,0.11644238
1549,0.08782369
1550,0.111200035
1551,0.30999064
1552,0.22028887
1553,0.17877293
1554,0.33977613
1555,0.28042132
1556,0.0989449
1557,0.14824775
1558,0.06898937
1559,0.007394135
1560,0.06214425
1561,0.17578334
1562,0.10249999
1563,0.2834286
1564,0.6753827
1565,0.13538277
1566,0.28571266
1567,0.07949719
1568,0.12563089
1569,-0.0006635785
1570,0.12973103
1571,0.18117997
1572,0.06194374
1573,0.2968505
1574,0.28071895
1575,0.1992904
1576,0.20112485
1577,-0.0020951629
1578,0.07076466
1579,0.012648463
1580,-0.0025274754
1581,0.073634714
1582,0.73001295
1583,0.16419625
1584,0.24779302
1585,-0.008216739
1586,-0.012958288
1587,0.46108514
1588,-0.007086158
1589,0.059794545
1590,0.05349958
1591,0.0041531324
1592,0.14743096
1593,0.06361464
1594,0.11669126
1595,0.09730083
1596,0.03919208
1597,0.14282319
1598,0.37955526
1599,0.16723317
1600,0.051244795
1601,0.040285647
1602,0.1213409
1603,0.32512358
1604,0.8257952
1605,0.015359789
1606,0.03634587
1607,0.03748253
1608,0.52424955
1609,0.14253786
1610,0.05146721
1611,0.13626492
1612,0.13794994
1613,0.3467239
1614,0.11557576
1615,0.31826752
1616,0.001962781
1617,-0.007985055
1618,0.38963568
1619,0.019271672
1620,-0.0006453991
1621,0.606818
1622,0.07271162
1623,-0.00092953444
1624,0.002812773
1625,0.03919208
1626,0.7627597
1627,0.5138434
1628,-0.0031148791
1629,0.24699745
1630,0.057822287
1631,0.37690842
1632,0.029310733
1633,0.038157195
1634,0.099244565
1635,-0.0062763095
1636,0.00016596913
1637,0.010567784
1638,0.07213715
1639,4.9191546
1640,0.09932089
1641,0.03919208
1642,0.06037104
1643,0.040934473
1644,0.08300796
1645,0.08193612
1646,0.062980086
1647,0.30549574
1648,0.07248247
1649,0.013082355
1650,0.037834942
1651,0.07616988
1652,0.18138745
1653,0.46504092
1654,0.588004
1655,0.28788978
1656,0.22886181
1657,0.2920486
1658,0.14664114
1659,0.19963253
1660,0.119041264
1661,0.020567894
1662,0.20426872
1663,0.17440277
1664,0.976387
1665,0.064394146
1666,0.07240704
1667,0.17770022
